,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
3159,J. Cuevas,Juan Ezequiel Cuevas,31,73,Argentina,CD Everton de Viña del Mar,5000,2020.0,534
3160,Vicente Gómez,José Vicente Gómez Umpiérrez,30,73,Spain,Deportivo de La Coruña,8000,2020.0,124
3161,A. Özbiliz,Aras Özbiliz,29,73,Armenia,Beşiktaş JK,51000,2020.0,581
3162,S. García,Santiago García,30,73,Argentina,Deportivo Toluca,18000,2023.0,331
3163,B. Douglas,Barry Douglas,29,73,Scotland,Leeds United,44000,2021.0,496
3164,T. Melia,Tim Melia,33,73,United States,Sporting Kansas City,5000,2020.0,529
3165,B. Stancu,Bogdan Stancu,32,73,Romania,Gençlerbirliği SK,16000,2020.0,198
3166,André Martins,André Renato Soares Martins,29,73,Portugal,Legia Warszawa,10000,2020.0,258
3167,O. Sorg,Oliver Sorg,29,73,Germany,1. FC Nürnberg,12000,2022.0,506
3168,B. Dejaegere,Brecht Dejaegere,28,73,Belgium,KAA Gent,18000,2022.0,597
3169,I. Strinić,Ivan Strinić,31,73,Croatia,Milan,26000,2021.0,275
3170,M. Frydrych,Michal Frydrych,29,73,Czech Republic,SK Slavia Praha,1000,2021.0,793
3171,P. Ntep,Paul-Georges Ntep de Madiba,26,73,Cameroon,VfL Wolfsburg,32000,2021.0,259
3172,N. Nikolić,Nemanja Nikolić,31,73,Hungary,Chicago Fire,8000,2019.0,674
3173,N. Benezet,Nicolas Benezet,28,73,France,Toronto FC,8000,2019.0,927
3174,O. John,Ola John,27,73,Netherlands,Vitória Guimarães,9000,2021.0,372
3175,M. Knoll,Marvin Knoll,28,73,Germany,FC St. Pauli,15000,2022.0,612
3176,Patric,Anderson Patric Aguiar Oliveira,31,73,Brazil,Gamba Osaka,12000,2020.0,49
3177,A. Flint,Aden Flint,29,73,England,Cardiff City,22000,2022.0,147
3178,Jota,José Ignacio Peleteiro Ramallo,28,73,Spain,Aston Villa,46000,2021.0,581
3179,Álex Martínez,Alejandro Martínez Sánchez,28,73,Spain,Granada CF,16000,2021.0,496
3180,O. Kragl,Oliver Kragl,29,73,Germany,Benevento,5000,2022.0,26
3181,G. Hauche,Gabriel Agustín Hauche,32,73,Argentina,Argentinos Juniors,11000,2020.0,528
3182,F. Lucioni,Fabio Lucioni,31,73,Italy,Lecce,14000,2021.0,472
3183,Hervías,Pablo Hervías Rubio,26,73,Spain,Real Valladolid CF,16000,2022.0,52
3184,Nildo Petrolina,Evanildo Fernandes Gomes,33,73,Brazil,Al Taawoun,20000,2020.0,820
3185,Iván Sánchez,Iván Sánchez Aguayo,26,73,Spain,Elche CF,7000,2020.0,702
3186,D. Ndongala,Dieumerci N'Dongala,28,73,DR Congo,KRC Genk,15000,2021.0,548
3187,Edigar Junio,Edigar Junio Teixeira Lima,28,73,Brazil,Yokohama F. Marinos,7000,2020.0,311
3188,S. Sosa,Carlos Sebastián Sosa Silva,32,73,Uruguay,Monarcas Morelia,7000,2023.0,470
3189,L. Ceppitelli,Luca Ceppitelli,29,73,Italy,Cagliari,24000,2021.0,157
3190,E. Berg,Erik Berg,30,73,Sweden,Djurgårdens IF,5000,2022.0,374
3191,K. Coulibaly,Kalifa Coulibaly,27,73,Mali,FC Nantes,22000,2022.0,929
3192,T. Dingomé,Tristan Dingomé,28,73,France,Stade de Reims,24000,2021.0,315
3193,R. Bezus,Roman Bezus,28,73,Ukraine,KAA Gent,18000,2022.0,199
3194,Roberto Torres,Roberto Torres Morales,30,73,Spain,CA Osasuna,24000,2021.0,263
3195,M. Hedges,Matt Hedges,29,73,United States,FC Dallas,7000,2020.0,516
3196,S. Andersson,Sebastian Andersson,27,73,Sweden,1. FC Union Berlin,32000,2020.0,475
3197,M. Bolaños,Miler Alejandro Bolaños Reascos,29,73,Ecuador,Club Tijuana,18000,2023.0,286
3198,M. Dituro,Matías Dituro,32,73,Argentina,Universidad Católica,8000,2021.0,303
3199,O. Niasse,El-Hadji Baye Oumar Niasse,29,73,Senegal,Everton,60000,2020.0,277
3200,R. Zozulya,Roman Zozulya,29,73,Ukraine,Albacete BP,9000,2021.0,287
3201,P. Ankersen,Peter Ankersen,28,73,Denmark,FC København,17000,2020.0,84
3202,Romarinho,Romário Ricardo da Silva,28,73,Brazil,Al Ittihad,33000,2020.0,222
3203,Gerso,Gerso Fernandes,28,73,Guinea Bissau,Sporting Kansas City,8000,2019.0,792
3204,S. Doukara,Souleymane Doukara,27,73,France,Antalyaspor,16000,2021.0,975
3205,S. Al Dawsari,Salem Al Dawsari,27,73,Saudi Arabia,Al Hilal,29000,2022.0,168
3206,V. Laurini,Vincent Laurini,30,73,France,Parma,29000,2022.0,761
3207,Víctor Rodríguez,Víctor Rodríguez Romero,29,73,Spain,Seattle Sounders FC,8000,2019.0,706
3208,A. Maxim,Alexandru Iulian Maxim,28,73,Romania,1. FSV Mainz 05,22000,2021.0,372
3209,Pedro Santos,Pedro Miguel Martins Santos,31,73,Portugal,Columbus Crew SC,7000,2019.0,816
3210,P. Hurtado,Christopher Paolo César Hurtado Huertas,28,73,Peru,Atiker Konyaspor,16000,2021.0,71
3211,G. Lapadula,Gianluca Lapadula,29,73,Italy,Lecce,17000,2020.0,8
3212,Álex Gallar,Álejandro Gallar Falguero,27,73,Spain,SD Huesca,8000,2020.0,819
3213,J. Gondorf,Jérôme Gondorf,31,73,Germany,SC Freiburg,20000,2021.0,597
3214,A. Jahović,Adis Jahović,32,73,FYR Macedonia,Yeni Malatyaspor,14000,2021.0,929
3215,Kim Seung Dae,김승대 金承大,28,73,Korea Republic,Jeonbuk Hyundai Motors,11000,2024.0,168
3216,L. Depoitre,Laurent Depoitre,30,73,Belgium,KAA Gent,19000,2022.0,361
3217,M. Kanazaki,金崎 夢生,30,73,Japan,Sagan Tosu,6000,2021.0,116
3218,Puertas,Antonio José Rodríguez Díaz,27,73,Spain,Granada CF,17000,2020.0,557
3219,Arsénio,Arsénio Martins Lafuente Nunes,29,73,Portugal,Al Fayha,20000,2020.0,222
3220,A. del Valle,Ayron Del Valle Rodríguez,30,73,Colombia,Querétaro,11000,2019.0,219
3221,E. Pavez,Esteban Andres Pavez Suazo,29,73,Chile,Chile,0,,656
3222,D. Asprilla,Danilo Moreno Asprilla,30,73,Colombia,Al Shabab,29000,2021.0,323
3223,F. Hinestroza,Fredy Hinestroza Arias,29,73,Colombia,Junior FC,4000,2024.0,876
3224,A. Correa,Andrés Felipe Correa Osorio,34,73,Colombia,Once Caldas,3000,2020.0,389
3225,S. Mendoza,John Stiven Mendoza Valencia,27,73,Colombia,Amiens SC,16000,2021.0,534
3226,S. Medina,Jhon Stefan Medina Ramírez,27,73,Colombia,Monterrey,29000,2024.0,478
3227,S. Cárdenas,Sherman Andrés Cárdenas Estupiñán,29,73,Colombia,Atlético Bucaramanga,2000,2024.0,534
3228,V. Ayala,Víctor Hugo Ayala Núñez,31,73,Paraguay,Gimnasia y Esgrima La Plata,13000,2021.0,327
3229,N. Pasquini,Nicolás Pasquini,28,73,Argentina,Club Atlético Lanús,15000,2021.0,315
3230,G. Lezcano,Gastón Lezcano,32,73,Argentina,Monarcas Morelia,10000,2020.0,292
3231,F. Lértora,Federico Lértora,28,73,Argentina,Club Atlético Colón,11000,2022.0,837
3232,L. Jara,Leonardo Jara,28,73,Argentina,DC United,7000,2020.0,156
3233,A. Di Gaudio,Antonio Di Gaudio,29,73,Italy,Hellas Verona,16000,2021.0,447
3234,A. Plata,Anderson Daniel Plata Guillén,28,73,Colombia,Deportes Tolima,4000,2019.0,601
3235,K. Waston,Kendall Jamaal Waston Manley,31,73,Costa Rica,FC Cincinnati,7000,2020.0,995
3236,A. Godoy,Aníbal Cesis Godoy,29,73,Panama,San Jose Earthquakes,7000,2024.0,451
3237,G. Haraguchi,原口 元気,28,73,Japan,Hannover 96,25000,2021.0,52
3238,F. Sánchez,Facundo Sánchez,29,73,Argentina,Estudiantes de La Plata,14000,2020.0,864
3239,S. Vittor,Sergio Javier Vittor,30,73,Argentina,Club Atlético Banfield,12000,2020.0,270
3240,A. Mosquera,Andrés Mosquera,29,73,Colombia,Club León,22000,2024.0,28
3241,M. Pisano,Matías Pisano,27,73,Argentina,América de Cali,3000,2024.0,479
3242,D. Delgado,Didier Delgado,26,73,Colombia,Independiente Medellín,4000,2024.0,188
3243,J. Cristaldo,Jonatan Cristaldo,30,73,Argentina,Racing Club,18000,2022.0,323
3244,F. Melchiorri,Federico Melchiorri,32,73,Italy,Perugia,5000,2020.0,508
3245,M. Barrios,Michael David Barrios Puerta,28,73,Colombia,FC Dallas,8000,2019.0,45
3246,T. Zwane,Themba Zwane,29,73,South Africa,South Africa,0,,550
3247,R. García Guerreño,Rolando García Guerreño,29,73,Paraguay,Club Atlético Lanús,15000,2020.0,516
3248,A. Ibargüen,Andrés Ibargüen,27,73,Colombia,Club América,39000,2020.0,548
3249,Cesinha,Cesar Fernando Silva Melo,29,73,Brazil,Daegu FC,7000,2024.0,726
3250,Xavier,António Manuel Pereira Xavier,26,73,Portugal,CD Tondela,8000,2020.0,874
3251,Andrei Girotto,Andrei Girotto,27,73,Brazil,FC Nantes,19000,2021.0,837
3252,J. Laso,Joaquín Laso,28,73,Argentina,Atlético de San Luis,11000,2024.0,472
3253,Jaim Abra,Jaime Tomás Abravanel Mestres,27,73,Brazil,CSA - AL,9000,2022.0,19
3254,Freder Cabral,Frederico Peter Cabral Bardini,27,73,Brazil,Atlético Mineiro,20000,2022.0,19
3255,Juli Piresinho,Júlio César Pires Feitosa,31,73,Brazil,Bahia,11000,2022.0,675
3256,Vinicius Cardenha,Vinicius Lúcio Cardenha Caeiro,27,73,Brazil,Fluminense,21000,2022.0,729
3257,Ailton Valpaços,Ailton Jonas Valpaços Salazar,27,73,Brazil,Atlético Mineiro,24000,2022.0,837
3258,Juliano Mascarinhas,Juliano Wagner Mascarinhas Concp.,35,73,Brazil,Grêmio,15000,2022.0,837
3259,Gustavo Lobateiro,Gustavo Rafael Lobateiro Gomes,31,73,Brazil,Internacional,21000,2022.0,798
3260,Evandro Rochedo,Evandro Sérgio Rochedo Paulino,35,73,Brazil,Atlético Mineiro,22000,2022.0,859
3261,Michel Cruceiro,Michel David Cruceiro Muscato,27,73,Brazil,Atlético Mineiro,24000,2022.0,124
3262,Pierrino Faria,Pierre Tomás Torres De Faria,31,73,Brazil,Santos,21000,2022.0,19
3263,Nivo Serpinho,Nivaldo Mateus Serpa Pombal,35,73,Brazil,Chapecoense,7000,2022.0,767
3264,Oswaldito Cuba,Oswaldo Germano Cuba Correia,35,73,Brazil,Chapecoense,9000,2022.0,889
3265,Mauro Cildinho,Mauro Pierre Cildinho Conradi,35,73,Brazil,Avaí FC,9000,2022.0,404
3266,Édundo Oliveira,Éder Marvin Oliveira Simão,27,73,Brazil,Cruzeiro,21000,2022.0,374
3267,Paolito Serra,Paolito Jesus Serra Fonseca,27,73,Brazil,Botafogo,17000,2022.0,651
3268,Pietrson Mendes,Pietro Maurício Mendes Abranches,35,73,Brazil,Bahia,9000,2022.0,479
3269,Luis Couprins,Luis David Couprins Acuna,31,73,Brazil,Atlético Paranaense,12000,2022.0,296
3270,Marcos Paneira,Marcos Alam Paneira Almeida,31,73,Brazil,Bahia,11000,2022.0,868
3271,Gus Outomouro,Gustavo Rafael Outomouro Tófoli,35,73,Brazil,Internacional,17000,2022.0,311
3272,Benjamin Meseira,Benjamin Chris Meseira Zonta,35,73,Brazil,Chapecoense,9000,2022.0,478
3273,C. de Pena,Carlos de Pena,27,73,Uruguay,Dynamo Kyiv,1000,2019.0,65
3274,N. Skubic,Nejc Skubic,30,73,Slovenia,Atiker Konyaspor,14000,2022.0,675
3275,C. Peralta,Carlos Andrés Peralta Barrios,29,73,Colombia,La Equidad,2000,2022.0,782
3276,R. Morioka,森岡 弘良太,28,73,Japan,Sporting de Charleroi,13000,2022.0,684
3277,M. Higashiguchi,東口 順昭,33,73,Japan,Gamba Osaka,8000,2022.0,875
3278,T. Shiotani,塩谷 司,30,73,Japan,Al Ain FC,1000,2021.0,766
3279,D. Zabala,Diego Martín Zabala Morales,27,73,Uruguay,Rosario Central,14000,2022.0,807
3280,B. Dibassy,Bakaye Dibassy,29,73,Mali,Amiens SC,15000,2021.0,220
3281,E. Karaca,Efecan Karaca,29,73,Turkey,Alanyaspor,13000,2022.0,67
3282,D. Liénard,Dimitri Liénard,31,73,France,RC Strasbourg Alsace,23000,2021.0,459
3283,Douglas Armeira,Douglas Arthur Armeira Bahia,27,73,Brazil,CSA - AL,11000,2022.0,84
3284,M. Taremi,Mehdi Taremi,26,73,Iran,Rio Ave FC,9000,2021.0,508
3285,A. Alfárnez,Anthony Alfárnez,34,73,Ecuador,Ecuador,0,,862
3286,V. Sabanter,Víctor Sabanter,31,73,Ecuador,Ecuador,0,,134
3287,E. Lardero,Erick Lardero,30,73,Ecuador,Ecuador,0,,277
3288,T. Almada,Thiago Almada,18,72,Argentina,Vélez Sarsfield,4000,2021.0,45
3289,A. Davies,Alphonso Davies,18,72,Canada,FC Bayern München,18000,2023.0,811
3290,Y. Verschaeren,Yari Verschaeren,17,72,Belgium,RSC Anderlecht,2000,2022.0,52
3291,J. Dilrosun,Javairô Dilrosun,21,72,Netherlands,Hertha BSC,14000,2022.0,858
3292,A. Claude Maurice,Alexis Claude Maurice,21,72,France,FC Lorient,5000,2022.0,481
3293,B. Soumaré,Boubakary Soumaré,20,72,France,LOSC Lille,18000,2022.0,170
3294,R. Nelson,Reiss Nelson,19,72,England,Arsenal,31000,2022.0,447
3295,Jota,João Pedro Neves Filipe,20,72,Portugal,SL Benfica,7000,2022.0,898
3296,D. Lainez,Diego Lainez Leyva,19,72,Mexico,Real Betis,9000,2024.0,792
3297,M. Aarons,Maximillian James Aarons,19,72,England,Norwich City,15000,2024.0,904
3298,Tete,Mateus Tetê,19,72,Brazil,Shakhtar Donetsk,1000,2024.0,916
3299,D. James,Daniel James,21,72,Wales,Manchester United,46000,2024.0,447
3300,S. Longstaff,Sean Longstaff,21,72,England,Newcastle United,20000,2022.0,989
3301,A. Bastoni,Alessandro Bastoni,20,72,Italy,Inter,24000,2023.0,698
3302,M. Cuisance,Mickaël Cuisance,19,72,France,FC Bayern München,29000,2024.0,97
3303,D. Man,Dennis Man,20,72,Romania,FCSB (Steaua),9000,2022.0,763
3304,Nuno Tavares,Nuno Albertino Varela Tavares,19,72,Portugal,SL Benfica,5000,2024.0,284
3305,M. Mehlem,Marvin Mehlem,21,72,Germany,SV Darmstadt 98,11000,2020.0,669
3306,B. Cufré,Braian Cufré,22,72,Argentina,Vélez Sarsfield,9000,2021.0,315
3307,J. Lewis,Jamal Lewis,21,72,Northern Ireland,Norwich City,21000,2023.0,666
3308,Ayrton,Ayrton Lucas Dantas de Medeiros,22,72,Brazil,Spartak Moscow,1000,2024.0,838
3309,F. Tomori,Fikayo Tomori,21,72,England,Chelsea,38000,2021.0,611
3310,Diogo Leite,Diogo Filipe Monteiro Pinto Leite,20,72,Portugal,FC Porto,6000,2021.0,698
3311,I. Gómez,Iván Gómez,22,72,Argentina,Estudiantes de La Plata,10000,2021.0,879
3312,O. Ejaria,Ovie Ejaria,21,72,England,Reading,12000,2020.0,821
3313,A. Caci,Anthony Caci,22,72,France,RC Strasbourg Alsace,16000,2022.0,104
3314,J. Torunarigha,Jordan Torunarigha,21,72,Germany,Hertha BSC,12000,2020.0,173
3315,G. Togni,Gastón Alberto Togni,21,72,Argentina,Independiente,12000,2021.0,358
3316,S. Żurkowski,Szymon Żurkowski,21,72,Poland,Fiorentina,24000,2023.0,597
3317,A. Olsen,Andreas Skov Olsen,19,72,Denmark,Bologna,14000,2024.0,618
3318,N. González,Nicolás Iván González,21,72,Argentina,VfB Stuttgart,16000,2023.0,358
3319,C. Dagba,Colin Dagba,20,72,France,Paris Saint-Germain,29000,2023.0,404
3320,P. Schuurs,Perr Schuurs,19,72,Netherlands,Ajax,7000,2022.0,328
3321,C. Gakpo,Cody Mathès Gakpo,20,72,Netherlands,PSV,10000,2022.0,928
3322,T. Băluță,Tudor Băluță,20,72,Romania,Brighton & Hove Albion,21000,2022.0,942
3323,Aihen Muñoz,Aihen Muñoz Capellán,21,72,Spain,Real Sociedad,12000,2022.0,208
3324,S. Scuffet,Simone Scuffet,23,72,Italy,Udinese,8000,2022.0,470
3325,S. Luperto,Sebastiano Luperto,22,72,Italy,Napoli,29000,2023.0,331
3326,J. Komar,Juan Cruz Komar,22,72,Argentina,Club Atlético Talleres,10000,2020.0,516
3327,J. Boga,Jérémie Boga,22,72,Ivory Coast,Sassuolo,28000,2022.0,102
3328,Jorge Sáenz,Jorge Sáenz de Miera,22,72,Spain,RC Celta,13000,2021.0,793
3329,S. McKenna,Scott McKenna,22,72,Scotland,Aberdeen,5000,2023.0,671
3330,B. Tetteh,Benjamin Tetteh,21,72,Ghana,Sparta Praha,1000,2022.0,475
3331,Léo Duarte,Leonardo Duarte da Silva,22,72,Brazil,Milan,19000,2024.0,900
3332,Lucas Fernandes,Lucas Fernandes da Silva,21,72,Brazil,Portimonense SC,5000,2022.0,235
3333,G. Kobel,Gregor Kobel,21,72,Switzerland,VfB Stuttgart,9000,2020.0,225
3334,F. Ballo-Touré,Fodé Ballo-Touré,22,72,France,AS Monaco,19000,2023.0,838
3335,L. Vido,Luca Vido,22,72,Italy,Crotone,3000,2020.0,69
3336,K. Galanopoulos,Konstantinos Galanopoulos,21,72,Greece,AEK Athens,1000,2021.0,429
3337,K. Rüegg,Kevin Rüegg,20,72,Switzerland,FC Zürich,8000,2020.0,281
3338,O. Alderete,Omar Federico Alderete Fernández,22,72,Paraguay,FC Basel 1893,15000,2023.0,331
3339,Manu Morlanes,Manuel Morlanes Ariño,20,72,Spain,Villarreal CF,15000,2023.0,515
3340,H. Türkmen,Hüseyin Türkmen,21,72,Turkey,Trabzonspor,14000,2022.0,252
3341,M. Targett,Matt Targett,23,72,England,Aston Villa,28000,2023.0,208
3342,J. Onguéné,Jérôme Junior Onguéné,21,72,Cameroon,FC Red Bull Salzburg,16000,2022.0,770
3343,Adrián Marín,Adrián Marín Gómez,22,72,Spain,Deportivo Alavés,13000,2021.0,489
3344,J. Murillo,Jhon Murillo,23,72,Venezuela,CD Tondela,6000,2022.0,548
3345,F. Ayé,Florian Ayé,22,72,France,Brescia,10000,2022.0,277
3346,Ronaldo Vieira,Ronaldo Augusto Vieira Nan,20,72,England,Sampdoria,15000,2023.0,188
3347,L. Abram,Luis Abram,23,72,Peru,Vélez Sarsfield,9000,2021.0,697
3348,E. Atuesta,Eduard Atuesta,22,72,Colombia,Los Angeles FC,5000,2021.0,739
3349,S. Vasiliadis,Sebastian Vasiliadis,21,72,Germany,SC Paderborn 07,13000,2020.0,188
3350,D. Lischka,David Lischka,21,72,Czech Republic,Sparta Praha,1000,2022.0,346
3351,A. Cerri,Alberto Cerri,23,72,Italy,Cagliari,21000,2023.0,700
3352,S. Guirassy,Serhou Guirassy,23,72,France,Amiens SC,13000,2022.0,69
3353,E. Fernandes,Edimilson Fernandes,23,72,Switzerland,1. FSV Mainz 05,17000,2023.0,887
3354,S. Vegas,Sebastián Ignacio Vegas Orellana,22,72,Chile,Monarcas Morelia,7000,2024.0,331
3355,S. Posch,Stefan Posch,22,72,Austria,TSG 1899 Hoffenheim,18000,2023.0,308
3356,D. Verde,Daniele Verde,23,72,Italy,AEK Athens,1000,2022.0,581
3357,Léo Jardim,Leonardo Cesar Jardim,24,72,Brazil,LOSC Lille,15000,2024.0,875
3358,M. Fares,Mohamed Salim Fares,23,72,Algeria,SPAL,10000,2024.0,208
3359,S. Adegbenro,Samuel Adegbenro,23,72,Nigeria,Rosenborg BK,5000,2021.0,38
3360,I. Mbenza,Isaac Mbenza,23,72,Belgium,Huddersfield Town,23000,2021.0,219
3361,A. Dioussé,Assane Dioussé El Hadji,21,72,Senegal,AS Saint-Étienne,16000,2022.0,398
3362,E. Mor,Emre Mor,21,72,Turkey,Galatasaray SK,33000,2020.0,13
3363,A. Peñaranda,Adalberto Peñaranda,22,72,Venezuela,Watford,38000,2023.0,726
3364,L. Mühl,Lukas Mühl,22,72,Germany,1. FC Nürnberg,9000,2021.0,163
3365,G. Escobar,Gonzalo Escobar,22,72,Argentina,Club Atlético Colón,8000,2020.0,666
3366,M. Maolida,Myziane Maolida,20,72,France,OGC Nice,18000,2023.0,974
3367,B. Tekpetey,Bernard Tekpetey,21,72,Ghana,Fortuna Düsseldorf,15000,2021.0,38
3368,M. Murillo,Michael Amir Murillo Bermudez,23,72,Panama,New York Red Bulls,5000,2020.0,478
3369,E. Rexhbeçaj,Elvis Rexhbeçaj,21,72,Kosovo,VfL Wolfsburg,21000,2023.0,915
3370,D. Limnios,Dimitris Limnios,21,72,Greece,PAOK,1000,2021.0,15
3371,I. Nedelcearu,Ionuț Nedelcearu,23,72,Romania,Romania,0,,472
3372,B. Samudio,Braian Samudio,23,72,Paraguay,Çaykur Rizespor,10000,2021.0,557
3373,Brandon Thomas,Brandon Thomas Llamas,24,72,Spain,CA Osasuna,20000,2022.0,102
3374,B. Davies,Ben Davies,23,72,England,Preston North End,16000,2021.0,697
3375,Fábio Cardoso,Fábio Rafael Rodrigues Cardoso,25,72,Portugal,Santa Clara,4000,2022.0,295
3376,B. Cortés,Brayan Cortés,24,72,Chile,Colo-Colo,4000,2022.0,117
3377,F. Vicari,Francesco Vicari,24,72,Italy,SPAL,9000,2022.0,995
3378,Saúl,Saúl García Cabrero,24,72,Spain,Deportivo Alavés,13000,2023.0,489
3379,J. Brownhill,Josh Brownhill,23,72,England,Bristol City,26000,2021.0,380
3380,O. Govea,Omar Nicolás Govea García,23,72,Mexico,SV Zulte-Waregem,9000,2022.0,135
3381,C. Gruezo,Carlos Armando Gruezo Arboleda,24,72,Ecuador,FC Augsburg,14000,2024.0,879
3382,A. Leya Iseka,Aaron Leya Iseka,21,72,Belgium,Toulouse Football Club,16000,2022.0,69
3383,R. Gudiño,Raúl Gudiño,23,72,Mexico,Guadalajara,16000,2024.0,19
3384,J. Drommel,Joël Drommel,22,72,Netherlands,FC Twente,5000,2021.0,768
3385,Sergi Palencia,Sergi Palencia Hurtado,23,72,Spain,AS Saint-Étienne,17000,2023.0,729
3386,A. Montero,Álvaro David Montero Perales,24,72,Colombia,Deportes Tolima,2000,2021.0,457
3387,A. Calabresi,Arturo Calabresi,23,72,Italy,Bologna,17000,2022.0,465
3388,E. Kwateng,Enock Kwateng,22,72,France,FC Girondins de Bordeaux,17000,2023.0,913
3389,R. Canouse,Russell Canouse,24,72,United States,DC United,5000,2019.0,206
3390,R. Sallai,Roland Sallai,22,72,Hungary,SC Freiburg,15000,2022.0,684
3391,O. Etebo,Oghenekaro Etebo,23,72,Nigeria,Stoke City,21000,2023.0,597
3392,D. Lamkel Zé,Didier Lamkel Zé,22,72,Cameroon,Royal Antwerp FC,8000,2022.0,199
3393,J. Schouten,Jerdy Schouten,22,72,Netherlands,Bologna,17000,2024.0,170
3394,Marc Cardona,Marc Cardona Rovira,23,72,Spain,CA Osasuna,20000,2023.0,363
3395,I. Pettersson,Isak Pettersson,22,72,Sweden,IFK Norrköping,5000,2020.0,680
3396,J. Léa Siliki,James Léa Siliki,23,72,France,Stade Rennais FC,23000,2021.0,640
3397,N. Reniero,Gastón Nicolás Reniero,24,72,Argentina,Racing Club,14000,2023.0,508
3398,L. Singh,Luther Singh,21,72,South Africa,Moreirense FC,7000,2020.0,447
3399,Nacho Vidal,Ignacio Vidal Miralles,24,72,Spain,CA Osasuna,16000,2022.0,864
3400,M. Sáček,Michal Sáček,22,72,Czech Republic,Sparta Praha,1000,2023.0,369
3401,D. Vavro,Denis Vavro,23,72,Slovakia,Lazio,23000,2024.0,389
3402,D. Nedelcu,Dragoș Nedelcu,22,72,Romania,FCSB (Steaua),9000,2022.0,206
3403,Heriberto Tavares,Heriberto Moreno Borges Tavares,22,72,Portugal,Boavista FC,5000,2020.0,798
3404,Vinícius,Carlos Vinícius Alves Morais,24,72,Brazil,SL Benfica,9000,2024.0,865
3405,M. Suárez,Mathías Suárez,23,72,Uruguay,Montpellier HSC,17000,2023.0,650
3406,B. de Nooijer,Bradley de Nooijer,21,72,Netherlands,FC Viitorul,5000,2021.0,485
3407,A. Musrati,Ali Musrati,23,72,Libya,Vitória Guimarães,6000,2020.0,301
3408,A. González,Alfonso González,24,72,Mexico,Monterrey,24000,2020.0,315
3409,A. Barison,Alberto Barison,24,72,Italy,Pordenone,2000,2022.0,945
3410,A. Halilović,Alen Halilović,23,72,Croatia,Standard de Liège,11000,2020.0,581
3411,E. Ofori,Ebenezer Ofori,24,72,Ghana,New York City FC,6000,2019.0,752
3412,Carlos Júnior,Carlos Alberto Carvalho Silva Jr.,23,72,Brazil,Santa Clara,5000,2021.0,236
3413,E. Koulouris,Efthymios Koulouris,23,72,Greece,Toulouse Football Club,19000,2023.0,363
3414,B. Manuel,Benson Manuel,22,72,Belgium,KRC Genk,11000,2021.0,958
3415,Z. Kalmár,Zsolt Kalmár,24,72,Hungary,Hungary,0,,235
3416,O. Çınar,Orkan Çınar,23,72,Turkey,Beşiktaş JK,35000,2022.0,874
3417,S. Bastien,Samuel Bastien,22,72,Belgium,Standard de Liège,10000,2022.0,79
3418,S. Amrabat,Sofyan Amrabat,22,72,Morocco,Club Brugge KV,14000,2022.0,656
3419,J. Otero,Juan Ferney Otero Tovar,24,72,Colombia,Amiens SC,12000,2021.0,311
3420,D. Crowley,Daniel Crowley,21,72,England,Birmingham City,8000,2021.0,706
3421,M. Moreno,Marlos Moreno,22,72,Colombia,Portimonense SC,7000,2020.0,437
3422,A. Bobichon,Antonin Bobichon,23,72,France,Nîmes Olympique,14000,2020.0,235
3423,Diego González,Diego González Polanco,24,72,Spain,Málaga CF,6000,2021.0,173
3424,J. Harper,Jack Harper,23,72,Scotland,AD Alcorcón,8000,2020.0,763
3425,Aitor,Aitor Cantalapiedra,23,72,Spain,FC Twente,8000,2020.0,581
3426,A. Murgia,Alessandro Murgia,22,72,Italy,SPAL,10000,2024.0,996
3427,K. Tsimikas,Konstantinos Tsimikas,23,72,Greece,Olympiacos CFP,1000,2023.0,889
3428,Y. Suzuki,鈴木 優磨,23,72,Japan,Sint-Truidense VV,9000,2023.0,899
3429,J. Sánchez,Jorge Sánchez,21,72,Mexico,Club América,23000,2022.0,390
3430,Domingos Duarte,Domingos Sousa Coutinho Meneses Duarte,24,72,Portugal,Granada CF,12000,2023.0,582
3431,Gelson Dala,Jacinto Muondo Dala,22,72,Angola,Sporting CP,9000,2022.0,38
3432,Santi Comesaña,Santiago Comesaña Veiga,22,72,Spain,Rayo Vallecano,6000,2023.0,996
3433,J. Rodríguez,José Rodríguez,23,72,Mexico,Club León,16000,2022.0,963
3434,B. Srarfi,Bassem  Srarfi,22,72,Tunisia,OGC Nice,21000,2021.0,581
3435,L. Koutris,Leonardo Koutris,23,72,Greece,Olympiacos CFP,1000,2021.0,889
3436,L. Kalvach,Lukáš Kalvach,23,72,Czech Republic,Viktoria Plzeň,1000,2022.0,393
3437,C. Doukouré,Cheick Doukouré,26,72,Ivory Coast,Levante UD,15000,2021.0,699
3438,J. Murphy,Josh Murphy,24,72,England,Cardiff City,18000,2022.0,447
3439,S. Tibbling,Simon Tibbling,24,72,Sweden,Brøndby IF,13000,2022.0,159
3440,B. Osborn,Ben Osborn,24,72,England,Sheffield United,19000,2022.0,925
3441,C. Jean,Corentin Jean,23,72,France,Toulouse Football Club,17000,2021.0,927
3442,M. Grimes,Matt Grimes,23,72,England,Swansea City,18000,2022.0,816
3443,J. Jones,Jordan Jones,24,72,Northern Ireland,Rangers FC,30000,2023.0,67
3444,I. Fossum,Iver Fossum,22,72,Norway,Hannover 96,18000,2020.0,369
