,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
675,D. Valeri,Diego Hernán Váleri,33,79,Argentina,Portland Timbers,11000,2019.0,512
676,N. Moisander,Niklas Moisander,33,79,Finland,SV Werder Bremen,31000,2021.0,94
677,D. Criscito,Domenico Criscito,32,79,Italy,Genoa,20000,2022.0,482
678,A. Candreva,Antonio Candreva,32,79,Italy,Inter,65000,2021.0,562
679,Marcano,Iván Marcano Sierra,32,79,Spain,FC Porto,15000,2023.0,536
680,K. Boateng,Kevin-Prince Boateng,32,79,Ghana,Fiorentina,63000,2024.0,438
681,A. Fernández,Augusto Matías Fernández,33,79,Argentina,Beijing Renhe FC,19000,2019.0,467
682,N. Guzmán,Nahuel Ignacio Guzmán,33,79,Argentina,Tigres U.A.N.L.,56000,2020.0,806
683,Nacho Monreal,Ignacio Monreal Eraso,33,79,Spain,Arsenal,76000,2020.0,482
684,Ángel,Ángel Luís Rodríguez Díaz,32,79,Spain,Getafe CF,31000,2020.0,686
685,Granero,Esteban Félix Granero Molina,31,79,Spain,RCD Espanyol,33000,2020.0,562
686,Éder,Éder Citadin Martins,32,79,Italy,Jiangsu Suning FC,29000,2021.0,314
687,R. Vormer,Ruud Vormer,31,79,Netherlands,Club Brugge KV,28000,2022.0,438
688,S. Coleman,Séamus Coleman,30,79,Republic of Ireland,Everton,76000,2022.0,818
689,A. Lallana,Adam David Lallana,31,79,England,Liverpool,89000,2021.0,949
690,A. Modeste,Anthony Modeste,31,79,France,1. FC Köln,36000,2023.0,611
691,M. Gradel,Max-Alain Gradel,31,79,Ivory Coast,Toulouse Football Club,38000,2021.0,498
692,Yuri Berchiche,Yuri Berchiche Izeta,29,79,Spain,Athletic Club de Bilbao,27000,2022.0,482
693,Mariano,Mariano Ferreira Filho,33,79,Brazil,Galatasaray SK,64000,2020.0,912
694,O. Toprak,Ömer Toprak,29,79,Turkey,SV Werder Bremen,32000,2020.0,173
695,N. Kalinić,Nikola Kalinić,31,79,Croatia,Atlético Madrid,60000,2021.0,534
696,C. Stuani,Cristhian Ricardo Stuani Curbelo,32,79,Uruguay,Girona FC,15000,2022.0,285
697,S. Ulreich,Sven Ulreich,30,79,Germany,FC Bayern München,68000,2021.0,462
698,K. Asamoah,Kwadwo Asamoah,30,79,Ghana,Inter,60000,2021.0,351
699,Alex Teixeira,Alex Teixeira dos Santos,29,79,Brazil,Jiangsu Suning FC,30000,2019.0,498
700,S. Lulić,Senad Lulić,33,79,Bosnia Herzegovina,Lazio,53000,2020.0,438
701,S. Rondón,José Salomón Rondón Giménez,29,79,Venezuela,Dalian YiFang FC,20000,2022.0,619
702,S. Kagawa,香川 真司,30,79,Japan,Real Zaragoza,14000,2021.0,135
703,J. Wilshere,Jack Wilshere,27,79,England,West Ham United,83000,2021.0,105
704,Guaita,Vicente Guaita Panadero,32,79,Spain,Crystal Palace,45000,2021.0,806
705,Cote,José Ángel Valdés Díaz,29,79,Spain,SD Eibar,27000,2020.0,41
706,Iago Falqué,Iago Falqué Silva,29,79,Spain,Torino,56000,2022.0,402
707,J. Pastore,Javier Matías Pastore,30,79,Argentina,Roma,47000,2022.0,314
708,Maicon,Maicon Pereira Roque,30,79,Brazil,Al Nassr,42000,2020.0,396
709,F. Orellana,Fabián Orellana,33,79,Chile,SD Eibar,28000,2020.0,334
710,Elkeson,艾克森,29,79,Brazil,Guangzhou Evergrande Taobao FC,33000,2022.0,599
711,Kike García,Enrique García Martínez,29,79,Spain,SD Eibar,32000,2021.0,117
712,Escudero,Sergio Escudero Palomo,29,79,Spain,Sevilla FC,20000,2021.0,548
713,Mario Gaspar,Mario Gaspar Pérez Martínez,28,79,Spain,Villarreal CF,35000,2023.0,738
714,Herrerín,Iago Herrerín Buisán,31,79,Spain,Athletic Club de Bilbao,21000,2021.0,845
715,Víctor Ruiz,Víctor Ruíz Torre,30,79,Spain,Beşiktaş JK,64000,2022.0,536
716,I. Belfodil,Ishak Belfodil,27,79,Algeria,TSG 1899 Hoffenheim,44000,2022.0,296
717,A. Yarmolenko,Andriy Yarmolenko,29,79,Ukraine,West Ham United,87000,2022.0,478
718,W. Khazri,Wahbi Khazri,28,79,Tunisia,AS Saint-Étienne,43000,2022.0,314
719,E. Pérez,Enzo Pérez,33,79,Argentina,River Plate,26000,2020.0,928
720,D. Caligiuri,Daniel Caligiuri,31,79,Italy,FC Schalke 04,33000,2020.0,31
721,Danilo,Danilo Luiz da Silva,27,79,Brazil,Juventus,90000,2024.0,966
722,N. Pallois,Nicolas Pallois,31,79,France,FC Nantes,29000,2022.0,842
723,Vitolo,Víctor Machín Pérez,29,79,Spain,Atlético Madrid,57000,2022.0,928
724,M. Badelj,Milan Badelj,30,79,Croatia,Fiorentina,53000,2020.0,316
725,C. Tătărușanu,Anton Ciprian Tătărușanu,33,79,Romania,Olympique Lyonnais,52000,2022.0,845
726,Zé Luís,José Luís Mendes Andrade,28,79,Cape Verde,FC Porto,19000,2023.0,840
727,D. Suárez,Damián Nicolás Suárez Suárez,31,79,Uruguay,Getafe CF,26000,2022.0,424
728,Roque Mesa,Roque Mesa Quevedo,30,79,Spain,CD Leganés,32000,2020.0,971
729,Mário Rui,Mário Rui Silva Duarte,28,79,Portugal,Napoli,62000,2022.0,723
730,T. Inui,乾 貴士,31,79,Japan,SD Eibar,28000,2022.0,135
731,D. Cheryshev,Denis Cheryshev,28,79,Russia,Valencia CF,41000,2022.0,277
732,C. Bacca,Carlos Arturo Bacca Ahumada,32,79,Colombia,Villarreal CF,40000,2022.0,826
733,A. Samaris,Andreas Samaris,30,79,Greece,SL Benfica,15000,2023.0,516
734,J. Hector,Jonas Hector,29,79,Germany,1. FC Köln,32000,2023.0,370
735,Rubén Peña,Rubén Peña Jiménez,27,79,Spain,Villarreal CF,34000,2024.0,917
736,A. Hamdallah,Abderrazak Hamdallah,28,79,Morocco,Al Nassr,52000,2022.0,224
737,D. Benedetto,Darío Benedetto,29,79,Argentina,Olympique de Marseille,46000,2023.0,727
738,L. Sigali,Leonardo Sigali,32,79,Argentina,Racing Club,24000,2021.0,34
739,Raúl,Raúl Michel Melo da Silva,29,79,Brazil,SC Braga,18000,2022.0,536
740,Petros,Petros Matheus dos Santos Araujo,30,79,Brazil,Al Nassr,42000,2020.0,316
741,Dyego Sousa,Dyego Wilverson Ferreira Sousa,29,79,Portugal,Shenzhen FC,23000,2024.0,619
742,Soares,Francisco das Chagas Soares dos Santos,28,79,Brazil,FC Porto,19000,2021.0,674
743,Rubén Alcaraz,Rubén Alcaraz Jiménez,28,79,Spain,Real Valladolid CF,26000,2022.0,928
744,Maikel Catarino,Maikel Renan Catarino Fagundes,35,79,Brazil,Atlético Mineiro,27000,2022.0,131
745,Antônio Chiamuloira,A. Benjamin Chiamuloira Paes,31,79,Brazil,Internacional,30000,2022.0,536
746,Melvin Parrela,Melvin Luan Parrela Porfírio,31,79,Brazil,CSA - AL,17000,2022.0,689
747,Gabri Prestão,Bernard Gabriel Prestão Chaves,27,79,Brazil,Internacional,24000,2022.0,304
748,Luimo Boas Santos,Luan Vágner Boas Macedo,31,79,Brazil,Santos,48000,2022.0,423
749,D. Lenzado,Daniel Martín Lenzado,31,79,Uruguay,Uruguay,0,,536
750,E. Riquero,Enzo Martín Riquero,31,79,Uruguay,Uruguay,0,,409
751,L. Sáreda,Leandro Miguel Sáreda,27,79,Uruguay,Uruguay,0,,304
752,E. Aguerro,Enzo Manuel Aguerro,31,79,Uruguay,Uruguay,0,,423
753,A. Meret,Alex Meret,22,78,Italy,Napoli,36000,2023.0,111
754,I. Sarr,Ismaïla Sarr,21,78,Senegal,Watford,47000,2024.0,131
755,D. Rice,Declan Rice,20,78,England,West Ham United,49000,2024.0,967
756,F. Neuhaus,Florian Neuhaus,22,78,Germany,Borussia Mönchengladbach,26000,2021.0,3
757,M. Zaracho,Matías Zaracho,21,78,Argentina,Racing Club,18000,2021.0,747
758,Ferro,Francisco Reis Ferreira,22,78,Portugal,SL Benfica,12000,2023.0,446
759,J. Andersen,Joachim Andersen,23,78,Denmark,Olympique Lyonnais,50000,2024.0,858
760,D. Zakaria,Denis Lemi Zakaria Lako Lado,22,78,Switzerland,Borussia Mönchengladbach,26000,2022.0,689
761,I. Diop,Issa Diop,22,78,France,West Ham United,59000,2023.0,858
762,H. Onyekuru,Henry Onyekuru,22,78,Nigeria,AS Monaco,35000,2024.0,498
763,J. Ikoné,Nanitamo Jonathan Ikoné,21,78,France,LOSC Lille,29000,2023.0,542
764,C. Ünder,Cengiz Ünder,21,78,Turkey,Roma,35000,2023.0,457
765,M. Ødegaard,Martin Ødegaard,20,78,Norway,Real Sociedad,25000,2020.0,402
766,J. Bamba,Jonathan Bamba,23,78,France,LOSC Lille,35000,2023.0,747
767,N. Amiri,Nadiem Amiri,22,78,Germany,Bayer 04 Leverkusen,50000,2024.0,467
768,O. Zinchenko,Oleksandr Zinchenko,22,78,Ukraine,Manchester City,82000,2024.0,292
769,J. Mateta,Jean-Philippe Mateta,22,78,France,1. FSV Mainz 05,29000,2023.0,619
770,O. Yokuşlu,Okay Yokuşlu,25,78,Turkey,RC Celta,22000,2023.0,928
771,B. Cristante,Bryan Cristante,24,78,Italy,Roma,37000,2023.0,316
772,L. Dendoncker,Leander Dendoncker,24,78,Belgium,Wolverhampton Wanderers,66000,2023.0,438
773,M. Dahoud,Mahmoud Dahoud,23,78,Germany,Borussia Dortmund,58000,2022.0,136
774,N. Elvedi,Nico Elvedi,22,78,Switzerland,Borussia Mönchengladbach,24000,2021.0,110
775,Joelinton,Joelinton Apolinário de Lira,22,78,Brazil,Newcastle United,41000,2024.0,619
776,Daniel Podence,Daniel Castelo Podence,23,78,Portugal,Olympiacos CFP,1000,2023.0,334
777,G. Dzhikiya,Georgiy Dzhikiya,25,78,Russia,Spartak Moscow,1000,2022.0,811
778,Aarón Martín,Aarón Martín Caricol,22,78,Spain,1. FSV Mainz 05,24000,2023.0,41
779,E. Bardhi,Enis Bardhi,23,78,FYR Macedonia,Levante UD,23000,2022.0,290
780,N. Maksimović,Nemanja Maksimović,24,78,Serbia,Getafe CF,22000,2024.0,438
781,Calero,Fernando Calero Villa,23,78,Spain,RCD Espanyol,23000,2024.0,966
782,J. Butland,Jack Butland,26,78,England,Stoke City,29000,2021.0,845
783,Óliver Torres,Óliver Torres Muñoz,24,78,Spain,Sevilla FC,17000,2024.0,168
784,G. Laborde,Gaëtan  Laborde,25,78,France,Montpellier HSC,36000,2022.0,277
785,R. De Paul,Rodrigo Javier De Paul,25,78,Argentina,Udinese,21000,2023.0,945
786,D. Selke,Davie Selke,24,78,Germany,Hertha BSC,29000,2022.0,619
787,M. Lemina,Mario Lemina,25,78,Gabon,Southampton,53000,2022.0,809
788,D. Origi,Divock Origi,24,78,Belgium,Liverpool,77000,2022.0,599
789,E. Pulgar,Erick Pulgar,25,78,Chile,Fiorentina,45000,2024.0,577
790,A. Miranchuk,Aleksey Miranchuk,23,78,Russia,Lokomotiv Moscow,1000,2021.0,375
791,W. Barrios,Wílmar Enrique Barrios Terán,25,78,Colombia,Colombia,0,,971
792,J. Musso,Juan Musso,25,78,Argentina,Udinese,14000,2023.0,845
793,Rúben Vezo,Rúben Miguel Nunes Vezo,25,78,Portugal,Levante UD,23000,2024.0,866
794,B. Santamaria,Baptiste Santamaria,24,78,France,Angers SCO,21000,2022.0,330
795,Y. Mina,Yerry Mina,24,78,Colombia,Everton,59000,2023.0,858
796,Joan Jordán,Joan Jordán Moreno,24,78,Spain,Sevilla FC,17000,2023.0,562
797,L. Tousart,Lucas Tousart,22,78,France,Olympique Lyonnais,50000,2023.0,795
798,Y. Yazıcı,Yusuf Yazıcı,22,78,Turkey,LOSC Lille,35000,2024.0,351
799,M. Gregoritsch,Michael Gregoritsch,25,78,Austria,FC Augsburg,26000,2022.0,709
800,J. Lascelles,Jamaal Lascelles,25,78,England,Newcastle United,37000,2024.0,582
801,T. Vilhena,Tonny Emilio Trindade de Vilhena,24,78,Netherlands,Netherlands,0,,94
802,Denis Suárez,Denis Suárez Fernández,25,78,Spain,RC Celta,25000,2023.0,3
803,K. Rekik,Karim Rekik,24,78,Netherlands,Hertha BSC,24000,2021.0,536
804,B. Traoré,Bertrand Traoré,23,78,Burkina Faso,Olympique Lyonnais,61000,2022.0,146
805,I. Amadou,Ibrahim Amadou,26,78,France,Norwich City,46000,2020.0,906
806,M. Meyer,Max  Meyer,23,78,Germany,Crystal Palace,48000,2021.0,290
807,José Sá,José Pedro Malheiro de Sá,26,78,Portugal,Olympiacos CFP,1000,2023.0,215
808,A. Selikhov,Alexandr Selikhov,25,78,Russia,Spartak Moscow,1000,2021.0,327
809,A. Mitrović,Aleksandar Mitrović,24,78,Serbia,Fulham,45000,2024.0,619
810,G. Maripán,Guillermo Alfonso Maripán Loaysa,25,78,Chile,Deportivo Alavés,23000,2021.0,521
811,E. Skhiri,Ellyes Skhiri,24,78,Tunisia,1. FC Köln,24000,2023.0,577
812,D. Dumfries,Denzel Dumfries,23,78,Netherlands,PSV,16000,2023.0,849
813,Bruno Viana,Bruno Viana Willemen Da Silva,24,78,Brazil,SC Braga,13000,2023.0,377
814,M. Sels,Matz Sels,27,78,Belgium,RC Strasbourg Alsace,24000,2022.0,462
815,A. Soumaoro,Adama Soumaoro,27,78,France,LOSC Lille,36000,2021.0,377
816,J. Veretout,Jordan Veretout,26,78,France,Roma,42000,2020.0,768
817,V. Fischer,Viktor Fischer,25,78,Denmark,FC København,23000,2022.0,916
818,S. Meïté,Soualiho Meïté,25,78,France,Torino,43000,2023.0,689
819,J. Boëtius,Jean-Paul Boëtius,25,78,Netherlands,1. FSV Mainz 05,29000,2022.0,498
820,D. Berardi,Domenico Berardi,24,78,Italy,Sassuolo,50000,2022.0,630
821,R. Gagliardini,Roberto Gagliardini,25,78,Italy,Inter,51000,2023.0,330
822,R. Saravia,Renzo Saravia,26,78,Argentina,FC Porto,14000,2023.0,849
823,Ayoze Pérez,Ayoze Pérez Gutiérrez,25,78,Spain,Leicester City,79000,2023.0,57
824,H. Hateboer,Hans Hateboer,25,78,Netherlands,Atalanta,50000,2020.0,330
825,B. Verbič,Benjamin Verbič,25,78,Slovenia,Dynamo Kyiv,1000,2022.0,855
826,G. Martínez,Gonzalo Nicolás Martínez,26,78,Argentina,Atlanta United,10000,2021.0,694
827,Rafael Tolói,Rafael Tolói,28,78,Brazil,Atalanta,50000,2020.0,274
828,S. Duffy,Shane Duffy,27,78,Republic of Ireland,Brighton & Hove Albion,46000,2023.0,446
829,F. Lejeune,Florian Lejeune,28,78,France,Newcastle United,41000,2022.0,396
830,L. Dunk,Lewis Dunk,27,78,England,Brighton & Hove Albion,46000,2023.0,446
831,Pedro Mendes,Pedro Filipe Teodósio Mendes,28,78,Portugal,Montpellier HSC,33000,2021.0,924
832,Fernando,Fernando Lucas Martins,27,78,Brazil,Beijing Sinobo Guoan FC,20000,2021.0,768
833,K. Fortounis,Konstantinos Fortounis,26,78,Greece,Olympiacos CFP,1000,2023.0,9
834,C. Hérelle,Christophe Hérelle,26,78,France,OGC Nice,31000,2022.0,176
835,Omar Mascarell,Omar Mascarell González,26,78,Spain,FC Schalke 04,30000,2022.0,143
836,Bruma,Armindo Tué Na Bangna,24,78,Portugal,PSV,19000,2024.0,498
837,S. Deli,Simon Deli,27,78,Ivory Coast,Club Brugge KV,23000,2022.0,613
838,M. Ngadeu,Michael Ngadeu,28,78,Cameroon,KAA Gent,23000,2023.0,173
839,V. Wanyama,Victor Wanyama,28,78,Kenya,Tottenham Hotspur,77000,2021.0,795
840,C. Kabasele,Christian Kabasele,28,78,Belgium,Watford,61000,2021.0,799
841,A. Delort,Andy Delort,27,78,Algeria,Montpellier HSC,37000,2023.0,403
842,Joel Robles,Joel Robles Blázquez,29,78,Spain,Real Betis,20000,2022.0,989
843,Sérgio Oliveira,Sérgio Miguel Relvas de Oliveira,27,78,Portugal,FC Porto,15000,2021.0,881
844,V. Aboubakar,Vincent Paté Aboubakar,27,78,Cameroon,FC Porto,17000,2021.0,674
845,M. Uth,Mark Uth,27,78,Germany,FC Schalke 04,36000,2022.0,492
846,M. Doherty,Matt Doherty,27,78,Republic of Ireland,Wolverhampton Wanderers,69000,2023.0,599
847,David López,David López Silva,29,78,Spain,RCD Espanyol,29000,2023.0,516
848,R. Freuler,Remo Freuler,27,78,Switzerland,Atalanta,52000,2022.0,467
849,D. Demme,Diego Demme,27,78,Germany,RB Leipzig,45000,2021.0,754
850,A. Schwolow,Alexander Schwolow,27,78,Germany,SC Freiburg,20000,2020.0,825
851,J. Vestergaard,Jannik Vestergaard,26,78,Denmark,Southampton,51000,2022.0,523
852,F. Mollet,Florent Mollet,27,78,France,Montpellier HSC,34000,2023.0,136
853,J. Hofmann,Jonas Hofmann,26,78,Germany,Borussia Mönchengladbach,30000,2023.0,508
854,V. Grifo,Vincenzo Grifo,26,78,Italy,TSG 1899 Hoffenheim,36000,2022.0,467
855,F. Tait,Flavien Tait,26,78,France,Stade Rennais FC,43000,2023.0,168
856,D. Laxalt,Diego Laxalt,26,78,Uruguay,Milan,40000,2022.0,542
857,N. Maksimović,Nikola Maksimović,27,78,Serbia,Napoli,54000,2021.0,924
858,Capa,Ander Capa Rodríguez,27,78,Spain,Athletic Club de Bilbao,23000,2022.0,849
859,Bastos,Bartolomeu Jacinto Quissanga,27,78,Angola,Lazio,44000,2020.0,697
860,M. Diagne,Mbaye Diagne,27,78,Senegal,Galatasaray SK,69000,2023.0,117
861,G. Ochoa,Francisco Guillermo Ochoa Magaña,33,78,Mexico,Club América,41000,2024.0,612
862,C. Tévez,Carlos Alberto Tevez,35,78,Argentina,Boca Juniors,19000,2019.0,916
863,J. Sosa,José Ernesto Sosa,34,78,Argentina,Trabzonspor,34000,2020.0,562
864,Raffael,Raffael Caetano de Araújo,34,78,Brazil,Borussia Mönchengladbach,33000,2020.0,314
865,Andrés Fernández,Andrés Eduardo Fernández Moreno,32,78,Spain,Villarreal CF,25000,2021.0,297
866,J. Pinola,Javier Horacio Pinola,36,78,Argentina,River Plate,17000,2020.0,811
867,M. Zárate,Mauro Matías Zárate,32,78,Argentina,Boca Juniors,28000,2021.0,916
868,Hilton,Vitorino Hilton da Silva,41,78,Brazil,Montpellier HSC,21000,2020.0,795
869,G. Hoarau,Guillaume Hoarau,35,78,France,BSC Young Boys,21000,2020.0,611
870,A. Granqvist,Andreas Granqvist,34,78,Sweden,Helsingborgs IF,4000,2021.0,446
871,R. Babel,Ryan Guno Babel,32,78,Netherlands,Galatasaray SK,64000,2022.0,285
872,T. Vermaelen,Thomas Vermaelen,33,78,Belgium,Vissel Kobe,10000,2022.0,515
873,D. Abraham,David Ángel Abraham,32,78,Argentina,Eintracht Frankfurt,33000,2021.0,274
874,S. Nasri,Samir Nasri,32,78,France,RSC Anderlecht,23000,2020.0,616
875,I. Khune,Itumeleng Khune,32,78,South Africa,Kaizer Chiefs,1000,2024.0,327
876,A. Masiello,Andrea Masiello,33,78,Italy,Atalanta,48000,2021.0,274
877,R. Bertrand,Ryan Bertrand,29,78,England,Southampton,53000,2021.0,277
878,J. dos Santos,Jonathan dos Santos Ramírez,29,78,Mexico,LA Galaxy,11000,2019.0,9
879,Gervinho,Gervais Lombe Yao Kouassi,32,78,Ivory Coast,Parma,49000,2021.0,315
880,N. Şahin,Nuri Şahin,30,78,Turkey,SV Werder Bremen,28000,2020.0,292
881,S. Defour,Steven Defour,31,78,Belgium,Burnley,39000,2020.0,768
882,K. Mirallas,Kevin Mirallas,31,78,Belgium,Everton,75000,2021.0,498
883,Manu García,Manuel Alejandro García Sánchez,33,78,Spain,Deportivo Alavés,27000,2020.0,658
884,Coke,Jorge Andújar Moreno,32,78,Spain,Levante UD,24000,2022.0,615
885,V. Moses,Victor Moses,28,78,Nigeria,Fenerbahçe SK,66000,2020.0,31
886,C. Ansaldi,Cristian Daniel Ansaldi,32,78,Argentina,Torino,45000,2021.0,351
887,S. Mignolet,Simon Mignolet,31,78,Belgium,Club Brugge KV,19000,2024.0,462
888,H. Moreno,Héctor Alfredo Moreno Herrera,31,78,Mexico,Mexico,0,,536
889,J. Tomkins,James Tomkins,30,78,England,Crystal Palace,51000,2021.0,446
890,F. Caicedo,Felipe Salvador Caicedo Corozo,30,78,Ecuador,Lazio,52000,2020.0,478
891,V. Birsa,Valter Birsa,32,78,Slovenia,Cagliari,35000,2021.0,942
892,D. Mbokani,Dieumerci Mbokani Bezua,33,78,DR Congo,Royal Antwerp FC,17000,2020.0,224
893,C. Zapata,Cristian Eduardo Zapata Valencia,32,78,Colombia,Genoa,18000,2021.0,587
894,J. Hernández,Javier Hernández Balcázar,31,78,Mexico,West Ham United,82000,2020.0,826
895,P. Diop,Papa Kouly Diop,33,78,Senegal,SD Eibar,23000,2020.0,577
896,M. Sulejmani,Miralem Sulejmani,30,78,Serbia,BSC Young Boys,26000,2020.0,457
897,D. Da Silva,Damien Da Silva,31,78,France,Stade Rennais FC,39000,2021.0,582
898,Marcelo,Marcelo Antônio Guedes Filho,32,78,Brazil,Olympique Lyonnais,58000,2021.0,991
899,Guilherme,Guilherme Alvim Marinato,33,78,Russia,Lokomotiv Moscow,1000,2019.0,462
900,S. Jovetić,Stevan Jovetić,29,78,Montenegro,AS Monaco,45000,2021.0,31
901,M. Cáceres,Martín Cáceres,32,78,Uruguay,Lazio,44000,2022.0,933
902,J. Holebas,Jose Holebas,35,78,Greece,Watford,42000,2020.0,482
903,N. Amrabat,Nordin Amrabat,32,78,Morocco,Al Nassr,41000,2021.0,512
904,T. Deeney,Troy Deeney,31,78,England,Watford,69000,2021.0,674
905,L. Fejsa,Ljubomir Fejsa,30,78,Serbia,SL Benfica,14000,2021.0,795
906,D. Schwaab,Daniel Schwaab,30,78,Germany,PSV,18000,2020.0,173
907,O. Karnezis,Orestis Karnezis,33,78,Greece,Napoli,44000,2021.0,806
908,N. Petersen,Nils Petersen,30,78,Germany,SC Freiburg,30000,2021.0,534
909,P. Piatti,Pablo Daniel Piatti,30,78,Argentina,RCD Espanyol,30000,2020.0,791
910,S. Wagner,Sandro Wagner,31,78,Germany,Tianjin TEDA FC,20000,2020.0,619
911,Bruno,Bruno  Soriano Llido,35,78,Spain,Villarreal CF,25000,2020.0,709
912,Adrien Silva,Adrien Sebastian Perruchet Silva,30,78,Portugal,Leicester City,75000,2021.0,320
913,Mikel San José,Mikel San José Domínguez,30,78,Spain,Athletic Club de Bilbao,26000,2020.0,516
914,D. Welbeck,Daniel Nii Tackie Mensah Welbeck,28,78,England,Watford,72000,2022.0,674
915,R. Zieler,Ron-Robert Zieler,30,78,Germany,Hannover 96,25000,2023.0,612
916,A. Barnes,Ashley Barnes,29,78,England,Burnley,44000,2021.0,674
917,A. Dzyuba,Artem Dzyuba,30,78,Russia,Russia,0,,117
918,C. Grenier,Clément Grenier,28,78,France,Stade Rennais FC,45000,2021.0,562
919,Camacho,Ignacio Camacho Barnola,29,78,Spain,VfL Wolfsburg,44000,2021.0,516
920,Rafael Carioca,Rafael de Souza Pereira,30,78,Brazil,Tigres U.A.N.L.,63000,2020.0,3
921,Alan Carvalho,Alan Douglas Borges de Carvalho,29,78,Brazil,Tianjin Quanjian FC,28000,2020.0,423
922,R. Boudebouz,Ryad Boudebouz,29,78,Algeria,AS Saint-Étienne,36000,2022.0,542
923,A. Mehmedi,Admir Mehmedi,28,78,Switzerland,VfL Wolfsburg,52000,2022.0,211
924,Daniel Carriço,Daniel Filipe Martins Carriço,30,78,Portugal,Sevilla FC,17000,2020.0,176
925,S. Rudy,Sebastian Rudy,29,78,Germany,TSG 1899 Hoffenheim,35000,2020.0,881
926,Souza,Josef de Souza Dias,30,78,Brazil,Al Ahli,38000,2021.0,438
927,B. Hübner,Benjamin Hübner,29,78,Germany,TSG 1899 Hoffenheim,35000,2022.0,842
928,Iborra,Vicente Iborra de la Fuente,31,78,Spain,Villarreal CF,33000,2023.0,568
929,J. Baumgartlinger,Julian Baumgartlinger,31,78,Austria,Bayer 04 Leverkusen,53000,2020.0,516
930,Rafael,Rafael Pereira da Silva,28,78,Brazil,Olympique Lyonnais,61000,2021.0,912
931,B. Mee,Ben Mee,29,78,England,Burnley,37000,2021.0,536
932,De Marcos,Óscar de Marcos Arana,30,78,Spain,Athletic Club de Bilbao,23000,2021.0,512
933,M. Hitz,Marwin Hitz,31,78,Switzerland,Borussia Dortmund,49000,2021.0,182
934,N. Clyne,Nathaniel Edwin Clyne,28,78,England,Liverpool,77000,2020.0,818
935,B. André,Benjamin André,28,78,France,LOSC Lille,42000,2023.0,577
936,M. Antonio,Michail Antonio,29,78,England,West Ham United,79000,2021.0,285
937,P. Groß,Pascal Groß,28,78,Germany,Brighton & Hove Albion,52000,2022.0,314
938,J. Guðmundsson,Johann  Berg Guðmunds­son,28,78,Iceland,Burnley,40000,2021.0,351
939,D. Ginczek,Daniel Ginczek,28,78,Germany,VfL Wolfsburg,52000,2022.0,619
940,S. Cook,Steve Cook,28,78,England,Bournemouth,61000,2021.0,377
941,Jaume Costa,Jaume Vicent Costa Jordá,31,78,Spain,Valencia CF,33000,2020.0,723
942,R. Soriano,Roberto Soriano,28,78,Italy,Bologna,36000,2023.0,96
943,G. Medel,Gary Alexis Medel Soto,31,78,Chile,Beşiktaş JK,58000,2020.0,971
944,D. Didavi,Daniel Didavi,29,78,Germany,VfB Stuttgart,32000,2021.0,292
945,Hugo Mallo,Hugo Mallo Novegil,28,78,Spain,RC Celta,25000,2023.0,818
946,A. Townsend,Andros Townsend,27,78,England,Crystal Palace,55000,2021.0,542
947,T. Cairney,Tom Cairney,28,78,Scotland,Fulham,49000,2024.0,6
948,A. Finnbogason,Alfreð Finnbogason,30,78,Iceland,FC Augsburg,30000,2022.0,224
949,N. Lodeiro,Marcelo Nicolás Lodeiro Benítez,30,78,Uruguay,Seattle Sounders FC,10000,2021.0,160
950,G. Krychowiak,Grzegorz Krychowiak,29,78,Poland,Lokomotiv Moscow,1000,2023.0,784
951,B. Stambouli,Benjamin Stambouli,28,78,France,FC Schalke 04,32000,2020.0,795
952,K. Malcuit,Kévin Malcuit,27,78,France,Napoli,54000,2022.0,424
953,Nolito,Manuel Agudo Durán,32,78,Spain,Sevilla FC,19000,2020.0,916
954,S. Rode,Sebastian Rode,28,78,Germany,Eintracht Frankfurt,35000,2024.0,527
955,A. Marchesín,Agustín Marchesín,31,78,Argentina,FC Porto,11000,2023.0,806
956,G. Ramírez,Gastón Exequiel Ramírez Pereyra,28,78,Uruguay,Sampdoria,39000,2021.0,105
957,M. Rojo,Faustino Marcos Alberto Rojo,29,78,Argentina,Manchester United,95000,2021.0,235
958,Naldo,Edinaldo Gomes Pereira,30,78,Brazil,RCD Espanyol,27000,2020.0,51
959,J. Gouweleeuw,Jeffrey Gouweleeuw,27,78,Netherlands,FC Augsburg,25000,2024.0,966
960,G. Defrel,Gregoire Defrel,28,78,France,Roma,48000,2022.0,453
961,Álvaro,Álvaro González Soberón,29,78,Spain,Olympique de Marseille,36000,2020.0,34
962,A. Carrillo,André Martín Carrillo Díaz,28,78,Peru,Al Hilal,43000,2023.0,96
963,S. García,Santiago Damián García Correa,28,78,Uruguay,Godoy Cruz,17000,2021.0,619
964,Djaniny,Jorge Djaniny  Tavares Semedo,28,78,Cape Verde,Al Ahli,47000,2022.0,224
965,Z. Feddal,Zouhair Feddal,29,78,Morocco,Real Betis,25000,2021.0,842
966,L. Pavoletti,Leonardo Pavoletti,30,78,Italy,Cagliari,38000,2022.0,619
967,R. Olsen,Robin Olsen,29,78,Sweden,Roma,33000,2023.0,880
968,G. Pizarro,Guido Pizarro,29,78,Argentina,Tigres U.A.N.L.,66000,2021.0,784
