,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
4973,J. Busk,Jakob Busk,25,70,Denmark,1. FC Union Berlin,14000,2020.0,68
4974,L. Đorđević,Luka Đorđević,24,70,Montenegro,Lokomotiv Moscow,1000,2023.0,759
4975,L. García,Luis Manuel García Palomera,26,70,Mexico,Deportivo Toluca,10000,2023.0,153
4976,Pol García,Pol García Tena,24,70,Spain,Sint-Truidense VV,6000,2020.0,248
4977,M. Caillard,Marc-Aurèle Caillard,25,70,France,En Avant de Guingamp,4000,2020.0,677
4978,Borja López,Borja López Menéndez,25,70,Spain,Real Sporting de Gijón,5000,2022.0,803
4979,M. Caballero,Mauro Caballero,24,70,Paraguay,Unión Española,4000,2019.0,636
4980,H. Aiesh,Hosam Aiesh,24,70,Sweden,IFK Göteborg,3000,2022.0,961
4981,E. Sobol,Eduard Sobol,24,70,Ukraine,Club Brugge KV,10000,2020.0,277
4982,D. Rojas,Diego Nicolás Rojas Orellana,24,70,Chile,Unión La Calera,2000,2019.0,869
4983,J. Pi,Jessy Pi,25,70,France,Stade Malherbe Caen,5000,2021.0,150
4984,A. Boljević,Aleksandar Boljević,23,70,Montenegro,Standard de Liège,9000,2023.0,13
4985,Unai García,Unai García Lugea,26,70,Spain,CA Osasuna,15000,2020.0,306
4986,A. Hjulsager,Andrew Hjulsager,24,70,Denmark,KV Oostende,8000,2021.0,572
4987,A. Zapata,Alexis Zapata Álvarez,24,70,Colombia,Envigado FC,1000,2019.0,213
4988,B. Meling,Birger Solberg Meling,24,70,Norway,Rosenborg BK,3000,2020.0,477
4989,D. Cavaré,Dimitri Cavaré,24,70,France,Barnsley,7000,2020.0,4
4990,U. Đurđević,Uroš Đurđević,25,70,Serbia,Real Sporting de Gijón,7000,2022.0,977
4991,Lee Chang Min,이창민 李昌珉,25,70,Korea Republic,Jeju United FC,4000,2024.0,947
4992,J. Fulton,Jay Fulton,25,70,Scotland,Swansea City,14000,2021.0,150
4993,D. Rotariu,Dorin Rotariu,23,70,Romania,Romania,0,,51
4994,E. Taşdemir,Emre Taşdemir,23,70,Turkey,Galatasaray SK,24000,2020.0,477
4995,Y. Bodiger,Yann Bodiger,24,70,France,Cádiz CF,5000,2021.0,857
4996,A. Micai,Alessandro Micai,25,70,Italy,US Salernitana 1919,2000,2023.0,886
4997,I. Provedel,Ivan Provedel,25,70,Italy,Empoli,2000,2021.0,809
4998,N. Haas,Nicolas Haas,23,70,Switzerland,Frosinone,3000,2020.0,527
4999,T. Valls,Théo Valls,23,70,France,Nîmes Olympique,11000,2020.0,166
5000,M. Araujo,Miguel Araujo,24,70,Peru,Peru,0,,911
5001,F. Salazar,Freddy Salazar,24,70,Colombia,Patriotas Boyacá FC,1000,2024.0,353
5002,Jeong Seung Hyun,정승현 郑承铉,25,70,Korea Republic,Kashima Antlers,5000,2021.0,741
5003,Jorge Pombo,Jorge Marcos Pombo Escobar,25,70,Spain,Real Zaragoza,7000,2020.0,572
5004,G. Hendrickx,Gaëtan Hendrickx,24,70,Belgium,Sporting de Charleroi,7000,2023.0,190
5005,D. Zhivoglyadov,Dmitriy Zhivoglyadov,25,70,Russia,Lokomotiv Moscow,1000,2023.0,436
5006,M. Pittón,Mauro Rodolfo Pittón,24,70,Argentina,San Lorenzo de Almagro,10000,2022.0,190
5007,M. Lemos,Mauricio Lemos Merladet,23,70,Uruguay,UD Las Palmas,5000,2021.0,647
5008,Francisco Ramos,Francisco Augusto Neto Ramos,24,70,Portugal,Santa Clara,3000,2020.0,150
5009,Fali,Rafael Jiménez Jarque,25,70,Spain,Cádiz CF,5000,2022.0,195
5010,C. Dell'Orco,Cristian Dell'Orco,25,70,Italy,Lecce,9000,2020.0,277
5011,P. Erras,Patrick Erras,24,70,Germany,1. FC Nürnberg,7000,2020.0,60
5012,Javi Galán,Javier Galán Gil,24,70,Spain,SD Huesca,4000,2022.0,104
5013,R. Matarrita,Ronald Alberto Matarrita Ulate,24,70,Costa Rica,New York City FC,4000,2022.0,775
5014,D. Chatziisaias,Dimitris Chatziisaias,26,70,Greece,Çaykur Rizespor,8000,2022.0,844
5015,P. Szymiński,Przemysław Szymiński,25,70,Poland,Frosinone,3000,2022.0,550
5016,Alfonso Herrero,Alfonso Herrero Peinador,25,70,Spain,Real Oviedo,5000,2020.0,663
5017,A. Beghetto,Andrea Beghetto,24,70,Italy,Frosinone,3000,2022.0,177
5018,Rafa Navarro,Rafael Jesús Navarro Mazuelos,25,70,Spain,Deportivo Alavés,11000,2021.0,898
5019,Reinildo,Reinildo Isnard Mandava,25,70,Mozambique,LOSC Lille,17000,2022.0,686
5020,N. Ibáñez,Nicolás Ibáñez,24,70,Argentina,Atlético de San Luis,8000,2022.0,411
5021,J. Elliott,Jack Elliott,23,70,England,Philadelphia Union,4000,2021.0,126
5022,Lucas Possignolo,Lucas Possignolo,25,70,Brazil,Portimonense SC,5000,2024.0,89
5023,M. Ullmann,Maximilian Ullmann,23,70,Austria,SK Rapid Wien,9000,2022.0,104
5024,E. Kılınç,Emre Kılınç,24,70,Turkey,Sivasspor,7000,2020.0,340
5025,Y. Njie,Yusupha Njie,25,70,Gambia,Boavista FC,4000,2021.0,580
5026,J. Moreno,Junior Leonardo Moreno Borrero,25,70,Venezuela,DC United,4000,2020.0,266
5027,E. Bello,Eduard Bello,23,70,Venezuela,CD Antofagasta,3000,2020.0,293
5028,D. Pineda,Denis Omar Pineda Torres,23,70,El Salvador,Santa Clara,4000,2022.0,254
5029,A. Păun,Alexandru Păun,24,70,Romania,CFR Cluj,7000,2020.0,764
5030,D. Perić,Dino Perić,24,70,Croatia,Dinamo Zagreb,1000,2024.0,135
5031,S. Herreyra,Santiago Herreyra,26,70,Ecuador,Ecuador,0,,518
5032,D. Dąbrowski,Damian Dąbrowski,26,70,Poland,Cracovia,4000,2020.0,184
5033,A. Davies,Adam Davies,26,70,Wales,Stoke City,14000,2023.0,672
5034,S. Kitsiou,Stelios Kitsiou,25,70,Greece,MKE Ankaragücü,11000,2022.0,626
5035,Ademilson,Ademilson Braga Bispo Júnior,25,70,Brazil,Gamba Osaka,8000,2023.0,73
5036,R. Murawski,Radosław Murawski,25,70,Poland,Denizlispor,13000,2020.0,97
5037,B. McKay,Barrie McKay,24,70,Scotland,Swansea City,14000,2021.0,769
5038,Carlinhos,Carlos Vinícius Santos de Jesús,25,70,Brazil,Vitória de Setúbal,4000,2020.0,472
5039,P. Bråtveit,Per Kristian Worre Bråtveit,23,70,Norway,Djurgårdens IF,2000,2022.0,705
5040,Jhon Cley,Jhon Cley Jesus Silva Coelho,25,70,Brazil,Clube Sport Marítimo,6000,2020.0,12
5041,N. Gavory,Nicolas Gavory,24,70,France,Standard de Liège,7000,2023.0,498
5042,R. Andrich,Robert Andrich,24,70,Germany,1. FC Union Berlin,17000,2022.0,673
5043,I. Sylla,Issiaga Sylla,25,70,Guinea,Toulouse Football Club,13000,2023.0,389
5044,J. Meffert,Jonas Meffert,24,70,Germany,Holstein Kiel,7000,2022.0,885
5045,R. Insigne,Roberto Insigne,25,70,Italy,Benevento,3000,2021.0,913
5046,M. Cavion,Michele Cavion,24,70,Italy,Ascoli,3000,2021.0,947
5047,S. Asamoah,Samuel Asamoah,25,70,Ghana,Sint-Truidense VV,6000,2020.0,97
5048,S. Coopman,Sander Coopman,24,70,Belgium,Royal Antwerp FC,6000,2022.0,927
5049,D. Fisher,Darnell Fisher,25,70,England,Preston North End,14000,2021.0,529
5050,C. Fuentes,César Nicolás Fuentes González,26,70,Chile,Universidad Católica,7000,2019.0,95
5051,S. Janko,Saidy Janko,23,70,Switzerland,BSC Young Boys,10000,2020.0,455
5052,Núrio,Núrio Domingos Matias Fortuna,24,70,Angola,Sporting de Charleroi,7000,2024.0,389
5053,A. Koșelev,Alexei Koșelev,25,70,Moldova,Fortuna Sittard,5000,2021.0,55
5054,L. Paqarada,Leart Paqarada,24,70,Kosovo,SV Sandhausen,4000,2020.0,348
5055,R. Bauer,Robert Bauer,24,70,Germany,SV Werder Bremen,11000,2020.0,4
5056,M. Busch,Marnon Busch,24,70,Germany,1. FC Heidenheim 1846,7000,2023.0,471
5057,S. Rosted,Sigurd Rosted,24,70,Norway,KAA Gent,9000,2021.0,651
5058,K. Rosenberry,Keegan Rosenberry,25,70,United States,Colorado Rapids,4000,2022.0,550
5059,Borja Lasso,Borja Lasso De La Vega,25,70,Spain,CD Tenerife,6000,2021.0,472
5060,S. Kaneko,金子 翔太,24,70,Japan,Shimizu S-Pulse,3000,2022.0,460
5061,E. Pinnock,Ethan Pinnock,26,70,England,Brentford,21000,2022.0,306
5062,P. Wiesinger,Philipp Wiesinger,25,70,Austria,LASK Linz,6000,2022.0,749
5063,K. Wagner,Kai Wagner,22,70,Germany,Philadelphia Union,4000,2022.0,348
5064,G. Giakoumakis,Georgios Giakoumakis,24,70,Greece,AEK Athens,1000,2021.0,992
5065,D. Zuma,Dumisani Zuma,24,70,South Africa,Kaizer Chiefs,1000,2020.0,548
5066,C. Traoré,Cheick Omar Traoré,24,70,France,En Avant de Guingamp,4000,2022.0,422
5067,J. Collins,Jamilu Collins,24,70,Nigeria,SC Paderborn 07,10000,2021.0,334
5068,F. Plach,František Plach,27,70,Slovakia,Piast Gliwice,4000,2020.0,576
5069,Z. Kožulj,Zvonimir Kožulj,25,70,Bosnia Herzegovina,Pogoń Szczecin,4000,2021.0,307
5070,T. Chorý,Tomáš Chorý,24,70,Czech Republic,Viktoria Plzeň,1000,2022.0,800
5071,H. Nielsen,Håvard Kallevik Nielsen,25,70,Norway,SpVgg Greuther Fürth,7000,2021.0,245
5072,J. Steer,Jed Steer,26,70,England,Aston Villa,21000,2023.0,876
5073,D. Dumić,Dario Dumić,27,70,Bosnia Herzegovina,SV Darmstadt 98,10000,2020.0,731
5074,Edu Ramos,Eduardo Ramos Gómez,27,70,Spain,Cádiz CF,6000,2020.0,150
5075,A. Diallo,Abdoulaye Diallo,27,70,Senegal,Gençlerbirliği SK,8000,2021.0,246
5076,Z. Boucher,Zacharie Boucher,27,70,France,AJ Auxerre,3000,2020.0,663
5077,N. Leali,Nicola Leali,26,70,Italy,Perugia,2000,2021.0,82
5078,D. Johnson,Daniel Johnson,26,70,Jamaica,Preston North End,16000,2021.0,480
5079,E. Bergström,Emil Bergström,26,70,Sweden,FC Utrecht,10000,2021.0,635
5080,E. Kaçe,Ergys Kaçe,25,70,Albania,PAOK,1000,2020.0,262
5081,Z. Gano,Zinho Gano,25,70,Belgium,KRC Genk,10000,2022.0,11
5082,A. Trajkovski,Aleksandar Trajkovski,26,70,FYR Macedonia,RCD Mallorca,14000,2023.0,333
5083,R. Schoofs,Rob Schoofs,25,70,Belgium,KV Mechelen,8000,2021.0,659
5084,Álvaro Lemos,Álvaro Lemos Collazo,26,70,Spain,UD Las Palmas,6000,2021.0,441
5085,Eddy Silvestre,Eddy Silvestre Pascual Israfilov,26,70,Azerbaijan,Albacete BP,5000,2023.0,118
5086,M. Koval,Maksym Koval,26,70,Ukraine,Al Fateh,12000,2022.0,886
5087,M. Maddison,Marcus Maddison,25,70,England,Peterborough United,7000,2020.0,525
5088,L. James,Leke James,26,70,Nigeria,Molde FK,5000,2020.0,643
5089,M. Bjørnbak,Martin  Bjørnbak,27,70,Norway,Molde FK,4000,2022.0,635
5090,S. Yago,Steeve Yago,26,70,Burkina Faso,Toulouse Football Club,14000,2020.0,4
5091,F. Schnellhardt,Fabian Schnellhardt,25,70,Germany,SV Darmstadt 98,11000,2022.0,899
5092,Aitor García,Aitor García Flores,25,70,Spain,Real Sporting de Gijón,6000,2023.0,233
5093,D. Adorni,Davide Adorni,26,70,Italy,Cittadella,2000,2023.0,529
5094,L. Spendlhofer,Lukas  Spendlhofer,26,70,Austria,SK Sturm Graz,11000,2022.0,424
5095,J. Jeanvier,Julian Jeanvier,26,70,Guinea,Brentford,21000,2022.0,424
5096,L. Capezzi,Leonardo Capezzi,24,70,Italy,Sampdoria,16000,2021.0,261
5097,Lucas João,Lucas Eduardo Dos Santos João,25,70,Portugal,Reading,13000,2023.0,410
5098,A. Ateef,Abdullah Ateef,26,70,Saudi Arabia,Al Hilal,18000,2023.0,383
5099,A. Traustason,Arnór Ingvi Traustason,26,70,Iceland,Malmö FF,5000,2021.0,806
5100,L. Garritano,Luca Garritano,25,70,Italy,Chievo Verona,3000,2020.0,966
5101,C. Ascues,Carlos Ascues,27,70,Peru,Orlando City SC,5000,2024.0,941
5102,A. Aseri,Abdulfatah Aseri,25,70,Saudi Arabia,Al Ahli,19000,2021.0,397
5103,L. Pico,Rubén Leonardo Pico Carvajal,27,70,Colombia,Junior FC,2000,2020.0,198
5104,V. Huerta,Valber Roberto Huerta Jeréz,25,70,Chile,Universidad Católica,6000,2022.0,973
5105,G. Álvarez Suarez,Gastón Álvarez Suarez,26,70,Argentina,Arsenal de Sarandí,6000,2020.0,758
5106,Naranjo,José Manuel García Naranjo,24,70,Spain,CD Tenerife,5000,2022.0,333
5107,F. Ballas,Florian Ballas,26,70,Germany,SG Dynamo Dresden,10000,2021.0,122
5108,Akapo,Carlos Akapo Martínez,26,70,Equatorial Guinea,Cádiz CF,6000,2022.0,455
5109,J. Windass,Josh Windass,25,70,England,Wigan Athletic,10000,2021.0,460
5110,D. Holman,Dávid Holman,26,70,Hungary,Hungary,0,,472
5111,Rochinha,Diogo Filipe Rocha Costa,24,70,Portugal,Vitória Guimarães,5000,2023.0,862
5112,O. Hüsing,Oliver Hüsing,26,70,Germany,1. FC Heidenheim 1846,8000,2022.0,452
5113,A. Kara,Aytaç Kara,26,70,Turkey,Kasimpaşa SK,9000,2021.0,834
5114,M. Sylla,Mamadou Sylla Diallo,25,70,Senegal,KAA Gent,12000,2021.0,907
5115,Pol Llonch,Pol Llonch Puyaltó,26,70,Spain,Willem II,6000,2021.0,539
5116,B. Pittón,Bruno Pittón,26,70,Argentina,San Lorenzo de Almagro,10000,2022.0,775
5117,S. Breitkreuz,Steve Breitkreuz,27,70,Germany,FC Erzgebirge Aue,5000,2021.0,258
5118,F. Deli,Francesco Deli,24,70,Italy,US Cremonese,2000,2022.0,659
5119,Bruno,Bruno Felipe Souza Da Silva,25,70,Brazil,Olympiacos CFP,1000,2022.0,340
5120,D. Khocholava,Davit Khotcholava,26,70,Georgia,Shakhtar Donetsk,1000,2020.0,350
5121,H. Duljević,Haris Duljević,25,70,Bosnia Herzegovina,Nîmes Olympique,13000,2022.0,609
5122,B. Aouacheria,Bilel Aouacheria,25,70,France,Moreirense FC,7000,2020.0,23
5123,A. Estupiñán,Andrey Estupiñán,24,70,Colombia,Deportivo Pasto,1000,2022.0,353
5124,J. Lawrence,James Lawrence,26,70,Wales,Wales,0,,857
5125,A. Meziane,Abderrahmane Meziane,25,70,Algeria,Al Ain FC,1000,2023.0,757
5126,M. Deletić,Miloš Deletić,25,70,Serbia,AEK Athens,1000,2022.0,556
5127,G. Athanasiadis,Giorgos Athanasiadis,26,70,Greece,AEK Athens,1000,2023.0,82
5128,C. Wickham,Connor Wickham,26,70,England,Crystal Palace,29000,2021.0,194
5129,F. Kurto,Filip Kurto,28,70,Poland,Western United FC,2000,2020.0,802
5130,B. Paulsen,Bjørn Paulsen,27,70,Denmark,FC Ingolstadt 04,5000,2021.0,673
5131,V. Ulloa,Victor Ulloa,27,70,Mexico,FC Cincinnati,5000,2019.0,885
5132,S. Thern,Simon Thern,26,70,Sweden,IFK Norrköping,6000,2020.0,806
5133,Abdón Prats,Abdón Prats Bastidas,26,70,Spain,RCD Mallorca,15000,2021.0,636
5134,Yang Han Been,양한빈 梁韩彬,27,70,Korea Republic,FC Seoul,4000,2023.0,728
5135,R. Windbichler,Richard Windbichler,28,70,Austria,Melbourne City FC,7000,2021.0,250
5136,M. Dupé,Maxime Dupé,26,70,France,Clermont Foot 63,3000,2020.0,210
5137,B. Behrendt,Brian Behrendt,27,70,Germany,DSC Arminia Bielefeld,9000,2020.0,904
5138,J. Van Rankin,José Carlos Van Rankin Galland,26,70,Mexico,Guadalajara,18000,2023.0,436
5139,M. Saymak,Mustafa Saymak,26,70,Netherlands,Çaykur Rizespor,9000,2021.0,683
5140,E. Saveljich,Esteban Ariel Saveljich,28,70,Montenegro,Rayo Vallecano,5000,2023.0,651
5141,J. Irvine,Jackson Irvine,26,70,Australia,Hull City,9000,2020.0,92
5142,C. Cisneros,Carlos Cisneros,25,70,Mexico,Guadalajara,19000,2024.0,257
5143,Y. Reyna,José Yordy Reyna Serna,25,70,Peru,Vancouver Whitecaps FC,5000,2021.0,67
5144,J. Andersen,Jeppe Andersen,26,70,Denmark,Hammarby IF,4000,2023.0,270
5145,N. Paz,Nehuén Mario Paz,27,70,Argentina,Bologna,15000,2022.0,302
5146,G. Perea,Geisson Perea,27,70,Colombia,Deportivo Pasto,2000,2024.0,141
5147,O. Marciano,Ofir Marciano,29,70,Israel,Hibernian,4000,2021.0,140
5148,P. Schobesberger,Philipp Schobesberger,25,70,Austria,SK Rapid Wien,10000,2022.0,633
5149,Luis Rioja,Luis Jesús Rioja González,25,70,Spain,Deportivo Alavés,12000,2023.0,397
5150,C. Dunkley,Chey Dunkley,27,70,England,Wigan Athletic,9000,2020.0,603
5151,R. Strieder,Rico Strieder,26,70,Germany,FC Utrecht,10000,2021.0,383
5152,Y. Niakaté,Youssoufou Niakaté,26,70,France,Al Wehda,15000,2022.0,664
5153,Lucas Fernandes,Lucas Fernandes,25,70,Brazil,Hokkaido Consadole Sapporo,3000,2020.0,562
5154,A. Paleari,Alberto Paleari,26,70,Italy,Cittadella,2000,2021.0,473
5155,K. Sugimoto,杉本 健勇,26,70,Japan,Urawa Red Diamonds,8000,2022.0,759
5156,G. Anestis,Giannis Anestis,28,70,Greece,IFK Göteborg,3000,2020.0,599
5157,M. Ljujić,Matija Ljujić,25,70,Serbia,Os Belenenses,4000,2021.0,428
5158,J. Vuković,Josip Vuković,27,70,Croatia,Clube Sport Marítimo,6000,2021.0,885
5159,O. Shevchenko,Oleksiy Shevchenko,27,70,Ukraine,Shakhtar Donetsk,1000,2023.0,786
5160,F. Kroos,Felix Kroos,28,70,Germany,1. FC Union Berlin,19000,2020.0,184
5161,Roderick Miranda,Roderick J. Gonçalves Miranda,28,70,Portugal,Wolverhampton Wanderers,35000,2021.0,452
5162,B. Jeannot,Benjamin Jeannot,27,70,France,Dijon FCO,9000,2021.0,178
5163,N. Uysal,Necip Uysal,28,70,Turkey,Beşiktaş JK,29000,2021.0,564
5164,R. Kelić,Renato Kelić,28,70,Croatia,Universitatea Craiova,6000,2021.0,114
5165,A. Turan,Atila Turan,27,70,Turkey,Kayserispor,8000,2020.0,558
5166,I. Saadi,Idriss Saadi,27,70,Algeria,KSV Cercle Brugge,9000,2020.0,101
5167,A. Seculin,Andrea Seculin,28,70,Italy,Chievo Verona,3000,2023.0,672
5168,S. Morsy,Sam Morsy,27,70,Egypt,Wigan Athletic,9000,2021.0,393
5169,S. Araujo,Sergio Ezequiel Araújo,27,70,Argentina,UD Las Palmas,7000,2023.0,333
5170,G. Hanley,Grant Hanley,27,70,Scotland,Norwich City,22000,2023.0,766
5171,J. Mensah,Jonathan Mensah,28,70,Ghana,Columbus Crew SC,5000,2020.0,89
5172,D. Appiah,Dennis Appiah,27,70,France,FC Nantes,13000,2023.0,393
5173,H. Mier,Hiram Ricardo Mier Alanis,29,70,Mexico,Guadalajara,19000,2023.0,550
5174,K. Drygas,Kamil Drygas,27,70,Poland,Pogoń Szczecin,4000,2021.0,454
5175,L. Lacroix,Léo Lacroix,27,70,Switzerland,AS Saint-Étienne,15000,2020.0,741
5176,L. Ebecilio,Lorenzo Leroy Ebecilio,27,70,Netherlands,Júbilo Iwata,5000,2021.0,971
5177,T. Antonis,Terry Antonis,25,70,Australia,Suwon Samsung Bluewings,5000,2023.0,490
5178,F. Haugen,Fredrik Haugen,27,70,Norway,SK Brann,4000,2021.0,806
5179,C. Jenkinson,Carl Jenkinson,27,70,England,Nottingham Forest,21000,2022.0,370
5180,L. Tremolada,Luca Tremolada,27,70,Italy,Brescia,8000,2021.0,109
5181,Kim Young Gwon,김영권 金英权,29,70,Korea Republic,Gamba Osaka,7000,2021.0,24
5182,B. Martella,Bruno Martella,26,70,Italy,Brescia,8000,2023.0,218
5183,Y. Sylla,Yacouba Sylla,28,70,Mali,CFR Cluj,7000,2022.0,393
5184,N. Foor,Navarone Foor,27,70,Netherlands,Vitesse,11000,2020.0,480
5185,C. Battocchio,Cristian Battocchio,27,70,Italy,Stade Brestois 29,11000,2021.0,282
5186,E. Andersen,Eirik  Ulland Andersen,26,70,Norway,Molde FK,5000,2022.0,971
5187,L. Thomas,Lawrence  Thomas,27,70,Australia,Melbourne Victory,4000,2020.0,922
5188,S. Bradley,Sonny Bradley,27,70,England,Luton Town,9000,2021.0,703
5189,M. Sax,Maximilian Sax,26,70,Austria,FK Austria Wien,10000,2022.0,335
5190,D. Keet,Darren Keet,29,70,South Africa,South Africa,0,,876
5191,Y. Stark,Yannick Stark,28,70,Germany,SV Darmstadt 98,11000,2020.0,960
5192,L. Sadiku,Loret Sadiku,27,70,Kosovo,Kasimpaşa SK,8000,2022.0,383
5193,B. Hrgota,Branimir Hrgota,26,70,Sweden,SpVgg Greuther Fürth,7000,2021.0,636
5194,R. Improta,Riccardo Improta,25,70,Italy,Benevento,3000,2021.0,351
5195,H. Quiñones,Héctor Andrés Quiñónes Cortés,27,70,Colombia,América de Cali,2000,2020.0,348
5196,A. Farrell,Andrew Farrell,27,70,United States,New England Revolution,5000,2019.0,4
5197,J. Osorio,Jonathan Osorio,27,70,Canada,Toronto FC,5000,2020.0,39
5198,S. O'Donnell,Stephen O'Donnell,27,70,Scotland,Kilmarnock,4000,2020.0,292
5199,A. Rocha,Aldo Rocha,26,70,Mexico,Monarcas Morelia,7000,2024.0,75
5200,J. Quiñones,Julián Alveiro Quiñónes García,29,70,Colombia,Deportes Tolima,3000,2019.0,122
5201,M. Navarrete,Matías Cristóbal Navarrete Fuentes,27,70,Chile,Unión La Calera,2000,2024.0,906
5202,O. Benítez,Óscar Benítez,26,70,Argentina,Atlético de San Luis,8000,2024.0,572
5203,A. Hughes,Andrew Hughes,27,70,Wales,Preston North End,14000,2021.0,306
5204,D. Rodríguez,Diego Rodríguez,30,70,Argentina,Central Córdoba,5000,2020.0,833
5205,F. Fontanini,Fabricio Fontanini,29,70,Argentina,Newell's Old Boys,10000,2021.0,131
5206,S. Hogan,Scott Hogan,27,70,Republic of Ireland,Stoke City,20000,2020.0,120
5207,M. López,Marcos Mauro López,28,70,Argentina,Cádiz CF,6000,2020.0,304
5208,Fabrício Baiano,Fabrício Santos de Jesus,27,70,Brazil,Clube Sport Marítimo,6000,2020.0,564
5209,Iza Carcelén,Isaac Carcelén Valencia,26,70,Spain,Cádiz CF,6000,2022.0,471
5210,E. Torregrossa,Ernesto Torregrossa,27,70,Italy,Brescia,9000,2024.0,636
5211,S. Birnbaum,Steven Birnbaum,28,70,United States,DC United,5000,2020.0,131
5212,R. Kurzawa,Rafał Kurzawa,26,70,Poland,Amiens SC,11000,2021.0,220
5213,C. Buonaiuto,Cristian Buonaiuto,26,70,Italy,Perugia,3000,2021.0,233
5214,P. Anton,Paul Viorel Anton,28,70,Romania,Romania,0,,150
5215,G. Esparza,Cristian Gabriel Esparza,26,70,Argentina,Club Atlético Colón,8000,2020.0,976
5216,I. Rivero,Ignacio Rivero,27,70,Uruguay,Club Tijuana,12000,2024.0,190
5217,V. Mogoș,Vasile Mogoș,26,70,Romania,US Cremonese,2000,2020.0,985
5218,C. Traoré,Charles Traoré,27,70,Mali,FC Nantes,13000,2021.0,124
5219,K. Hashimoto,橋本 拳人,25,70,Japan,FC Tokyo,6000,2022.0,934
5220,S. Kurumaya,車屋 紳太郎,27,70,Japan,Kawasaki Frontale,5000,2022.0,299
5221,Y. Gomis,Yannick Gomis,27,70,Senegal,Racing Club de Lens,7000,2020.0,585
5222,R. Benzar,Romario Benzar,27,70,Romania,Lecce,9000,2022.0,370
5223,J. Stojanović,Jovan Stojanović,27,70,Serbia,KV Kortrijk,9000,2021.0,472
5224,C. Mandouki,Cyril Mandouki,27,70,France,Paris FC,5000,2020.0,266
5225,F. Torrent,Fernando Torrent,27,70,Argentina,Arsenal de Sarandí,6000,2020.0,471
5226,F. Pereyra,Fabio Pereyra,29,70,Argentina,Arsenal de Sarandí,6000,2021.0,424
5227,Z. Zivkovic,Zivko Zivkovic,30,70,Serbia,PAOK,1000,2022.0,82
5228,A. Morenzo,Ángel Morenzo,27,70,Ecuador,Ecuador,0,,240
5229,L. Conderia,Luis Conderia,26,70,Ecuador,Ecuador,0,,698
5230,C. Lendezo,Carlos Lendezo,25,70,Ecuador,Ecuador,0,,160
5231,Rúben Fernandes,Ruben Miguel  Marques dos Santos Fernandes,33,70,Portugal,Gil Vicente FC,6000,2020.0,928
5232,K. Beckerman,Kyle Beckerman,37,70,United States,Real Salt Lake,3000,2019.0,106
5233,A. Farnerud,Alexander Farnerud,35,70,Sweden,Helsingborgs IF,2000,2019.0,555
5234,C. Brunt,Chris Brunt,34,70,Northern Ireland,West Bromwich Albion,23000,2020.0,857
5235,W. Routledge,Wayne Routledge,34,70,England,Swansea City,16000,2020.0,512
5236,J. Valdés,Jaime Andrés Valdés Zapata,38,70,Chile,Colo-Colo,4000,2019.0,39
5237,G. Pegolo,Gianluca Pegolo,38,70,Italy,Sassuolo,12000,2024.0,876
5238,R. Ziegler,Reto Ziegler,33,70,Switzerland,FC Dallas,5000,2019.0,24
5239,G. McAuley,Gareth McAuley,39,70,Northern Ireland,Northern Ireland,0,,733
5240,Nino,Juan Francisco Martínez Modesto,39,70,Spain,Elche CF,4000,2020.0,530
5241,M. Dawson,Michael  Dawson,35,70,England,Nottingham Forest,15000,2020.0,134
5242,H. Campagnaro,Hugo Armando Campagnaro,39,70,Argentina,Pescara,2000,2022.0,766
5243,O. Çek,Özgür Çek,28,70,Turkey,Kasimpaşa SK,8000,2020.0,544
5244,H. Arıkan,Hakan Arıkan,36,70,Turkey,Kayserispor,4000,2020.0,465
5245,U. Bulut,Umut Bulut,36,70,Turkey,Kayserispor,7000,2020.0,434
5246,G. Tamaș,Gabriel Sebastian Tamaş,35,70,Romania,Astra Giurgiu,4000,2020.0,328
5247,Alexis,Alexis Ruano Delgado,33,70,Spain,Racing Santander,5000,2021.0,577
5248,D. Gastaldello,Daniele Gastaldello,36,70,Italy,Brescia,5000,2022.0,134
5249,D. Moscardelli,Davide Moscardelli,39,70,Italy,Pisa,2000,2020.0,542
5250,Y. Ayhan,Yalçın Ayhan,37,70,Turkey,MKE Ankaragücü,8000,2020.0,523
5251,T. Acar,Tolgahan Acar,33,70,Turkey,Denizlispor,10000,2020.0,199
5252,Dorca,Albert Dorca Masó,36,70,Spain,AD Alcorcón,4000,2020.0,857
5253,Rubén,Rubén Iván Martínez Andrade,35,70,Spain,CA Osasuna,8000,2021.0,922
5254,P. Kieszek,Paweł Kieszek,35,70,Poland,Rio Ave FC,3000,2021.0,199
5255,E. Calaiò,Emanuele Calaiò,37,70,Italy,US Salernitana 1919,2000,2020.0,831
5256,W. Hoolahan,Wes Hoolahan,37,70,Republic of Ireland,Newcastle Jets,2000,2020.0,396
5257,B. Johnson,Bradley Johnson,32,70,England,Blackburn Rovers,12000,2021.0,540
5258,L. Clarke,Leon Clarke,34,70,England,Sheffield United,20000,2020.0,949
5259,B. Białkowski,Bartosz Białkowski,31,70,Poland,Millwall,7000,2020.0,937
5260,Pedro López,Pedro López Muñoz,35,70,Spain,SD Huesca,3000,2020.0,890
5261,Zheng Zhi,郑智,38,70,China PR,Guangzhou Evergrande Taobao FC,8000,2020.0,326
